"clean_txt","sentiment"
"RT   Form GST ARA 01 for advance ruling is now available on GST Portal   gst  gstcouncil ",1
"BJP in govt   U 25CF Mess in Financial sector   Blames CAs  not  demonetization or  GST implementation   U 25CF Mess in Healthcar ",-1
"Growth has been very good  Clearly  from one period to the next  there are a number of things that happened in Ind ",1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"Get Pradhan Mantri Awaas Yojana PMAY  Subsidy UPTO  U 20B9 2 45  lacs   Get Goods and Services Tax  GST  Benefit UPTO  U 20B9 2 5 ",0
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Form GST ARA 01 for advance ruling is now available on GST Portal   gst  gstcouncil ",1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"As an unregistered dealer  URP  here s what you need to enter at the time of generation of Eway bill ",0
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"Wrong credit availed in Excise how to reverse the same in  GST   Goods and Services Tax   Started By   Yatin Bhopi ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Realty  retail  logistics to create maximum jobs in India  Haven t I been saying post  GST logistics holds key  ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Relief under GST to be for future residential projects  Report   GST  RealEstate  Residential ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   BULLYING AND BRIBERY FROM  LIBERALS   NorthernTerritory will receive  259 million a bigger chunk of  GST after it lifted a mor",-1
" GST  Advantages  TaxEffect  Tax  Money  riteshatwork com    91 99201 11722 ",0
" Duty Free  shops at Delhi int l airport liable to pay  GST   AAR",1
"BULLYING AND BRIBERY FROM  LIBERALS   NorthernTerritory will receive  259 million a bigger chunk of  GST after it l ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
" GST  Facility to apply for AdvanceRuling has been now enabled on  GST  Portal under  Form GST ARA 01",0
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Petro prod",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Sir  when did u realise the coffee rates are so high at airports  Some time back only right  When did u realise Pet ",0
"RT   Single page GST filing system to be ready in 3 6 months  Hasmukh Adhia   ",0
"If the benefits of reduction of GST rates not been passed on to you  use online Complaint facility at ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Post the super hit track Pondaati  the 2nd track  Kelambu from  GoliSoda2 is set to release soon  A  musica",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"How will you protect small businesses from the onslaught of Online marketing companies     you have hea ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Application for revocation of cancellation of registration is now available on GST Portal   gstcouncil  gst ",-1
"RT   Single page GST filing system to be ready in 3 6 months  Hasmukh Adhia   ",0
"That s what I will call as  Deemed  MakeInIndia  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  As if inordinately complex  GST wasn t enough trust FinMin Babus ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Single page GST filing system to be ready in 3 6 months  Hasmukh Adhia   ",0
"Single page GST filing system to be ready in 3 6 months  Hasmukh Adhia   ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
" Demonetization   GST   Unemployment   Rapes  ImpeachmentMotion  Unconstitutional promises   Criminals set free bas ",-1
"RT   single track 2  kelambu song from next week  Spirit of  GST ed  U 00A0  U 00BD  ed  U 00B2  U 00AA  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB Stay tuned    ",1
"RT   The  AAR has interpreted the scope of  export  in quite a constrictive manner for outbound supplies made by duty free shops ",1
"     Same issue from the past 3 days but late fees will not sto ",-1
"If the benefits of reduction of GST rates not been passed on to you  use online Complaint facility at ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"The  AAR has interpreted the scope of  export  in quite a constrictive manner for outbound supplies made by duty fr ",1
" Duty Free  shops at  liable to pay  GST  Authority for Advance Ruling   ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Application for revocation of cancellation of registration is now available on GST Portal   gstcouncil  gst ",-1
"For processing refund under  GST after filling GSTR 1   GSTR 3B for the relvent tax period and GST RFD 01 to export ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   The relaunch of the system has ensured upkeep of the governments promise of a stabilised and centralised system for generati",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Finally the Authority for Advance Ruling   ARR  rules   DutyFreeShops at Delhi Airport liable to pay  GST ",1
"RT   2   GST We had been hearing about GST since years but it wasn t possible to bring every state  business  Lok Sabha  amp  R",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
" SteelMaterial v s  GST Middle Man having a Ball      No hassle for  Excise  OriginofMaterial      Give a Photocopy ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Why so much hassle to file refund for excess ITC for exporters  First generate ARN and then file a bunch of papers manually ",-1
"RT   Attention Tax Consultants  Here s an easy way to manage e way bills for your clients   Eway",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Make them pay  GST on the good and services they consume  not sold on  That will sort out the tricky accounting  ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"A series of fresh  GST orders have come into vogue and these may impact your business           ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
" I added data to the Invoice Details for GSTR1 5 days ago and I still cant see the data when I click on ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Retweeted Kanchan Gupta      From absurdity to greater absurdity  From stupidity to idiocy  Happens wh ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Attention Tax Consultants  Here s an easy way to manage e way bills for your clients   Ewaybill",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Is he too against  GST     amp  Will he support Decentralization much more vigorously   Will he strip  amp  whip Gujarati G ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"GST Consumer Welfare Fund Utilization For Centre  amp  State Welfare  gst  welfare   ",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Application for revocation of cancellation of registration is now available on GST Portal   Ewaybill  gst ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   Uniform road tax on cars could soon be a reality   UniformRoadTax  Automobiles  GST  MinistryRoadTransport  Meranews h",-1
"The relaunch of the system has ensured upkeep of the governments promise of a stabilised and centralised system fo ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   In this article we discuss filing of  GST returns for  InputServiceDistributors   TDS when making payments to suppliers",0
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"Application for revocation of cancellation of registration is now available on GST Portal   Ewaybill  gst ",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   The  WorldBank noted that the Indian economy has recovered from the effects of  demonetisation and  GST and predicted a gr",1
"RT   IMF  World Bank and ADB have this common observation on Modis  GST and demonetisation  via ",0
"RT   In this article we discuss filing of  GST returns for  InputServiceDistributors   TDS when making payments to suppliers",0
"Fuel price hitting the roof   We are waiting for Central Government to hold meeting with State Governments and agre ",-1
"Retweeted  U 0A2A  U 0A70  U 0A1C  U 0A3E  U 0A2C  U 0A40          Ji As  don t you think this will lead to ",1
"RT      Ji As  don t you think this will lead to  InspectorRaj and after Improper implementat",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
" Duty Free  shops at  DelhiInternationalairport liable to pay  GST   AAR    Delhi ",1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"RT   From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecting  GS",-1
"From absurdity to greater absurdity  From stupidity to idiocy  Happens when you set impossible targets for collecti ",-1
"RT   FM radio will not see much deal activity due to prohibitive M amp A rules  Prashant Panday  FMradio   ENL  GST",1
"Why so much hassle to file refund for excess ITC for exporters  First generate ARN and then file a bunch of papers ",-1
" BFSI  PMKVY  successstory of Subhash  a stud f  prtnr   After his  GST course he got placed at ",1
"  Government of India is examining various issues including the overhaul of procurement procedures  amp  th ",0
"Get a FREE Product Demo by filling up this form   Accountingsoftware ",0
"RT    GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier master",1
"Do You know what is Consolidated  Ewaybill    Read More      GST  XaTTaX ",0
"RT    GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier master",1
"RT    GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier master",1
"RT    GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier master",1
"More than 1cr  E Way Bills were generated tlil 19th April 2018  all across the nation   Ewaybill  gst  gnenerated ",0
"RT    GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier master",1
"GST Will Be Payable By Duty Free Shops And Its Customers At Delhi s IGI Airport    GST  gstcouncil  MondayMotivation ",0
"RT    GoliSoda2 2nd single track  kelambu from next week    GST      ",0
" GoliSoda2 2nd single track  kelambu from next week    GST      ",0
"Read this to know all about provisions for appeals and revisions under GST ",0
" GST Educational Series ",1
"RT   FM radio will not see much deal activity due to prohibitive M amp A rules  Prashant Panday  FMradio   ENL  GST",1
"Great   going to cut  GST  Petroltax    auspol ",0
"Western Australia receives back less than 50  of its  GST contribution and yet this   WA is at risk of becoming a N ",-1
"RT   2   GST We had been hearing about GST since years but it wasn t possible to bring every state  business  Lok Sabha  amp  R",-1
"Whether it is purchasing of raw material or delivering goods or services  implementation of new tax slab  GST has ",0
"IMF  World Bank and ADB have this common observation on Modis  GST and demonetisation  via ",0
"RT   The next  GST tweak could end up pinching your pockets on payday  writes   salary  HR ",1
"RT   Now pay GST at duty free shops at Delhi Airport     DutyFree",1
"Delay in  GST refunds  note ban hit  India s  exports   PHD    ImportExports ",-1
" GST  Software give a unique facility of Universal Add button acts as a quick link to create Customer and supplier ",1
"Why  Ewaybill is a vital piece of the puzzle  An integral part of achieving the no tax evasion objective of GST h ",0
"FM radio will not see much deal activity due to prohibitive M amp A rules  Prashant Panday  FMradio  ",1
"RT   International passengers buying goods at airport Duty Free shops here will have to pay GST  with the Authority for Ad",1
"International passengers buying goods at airport Duty Free shops here will have to pay GST  with the Authority fo ",1
"Finance Ministry is examining various issues including overhaul of procurement procedures  amp  the salary structure of ",1
"  West Bengal has registered a revenue surplus in State GST collections for March 2018   In West Bengal  there was ",1
"International passengers buying goods at airport  Duty Free  shops will have to pay GST  with the Authority for Adv ",1
"   Complexity in GST gives officers more choice for fixing business ppl  Means ",0
" Impeachmentmotion    Rejected  Noconfidencemotion    Rejected    APReoganisationAct  ayes ayes ayes  GST  ayes aye ",0
" Nice compilation of Central govts work    Do add      1  Jandhan Account   increase in Bank accounts   ",1
"RT   E Way Bill System is now operational for Smoother  Swifter  amp  Easier movement of goods    ",1
"International passengers buying goods at airport Duty Free shops here will have to pay  GST  DutyFree ",1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
" GST  EWaybill Bill To   Ship To ",0
"RT   Benefit in Business  GST  NewIndia ",1
" Looking opportunity for trade leaders of country to interact on  gst  It will reinforce confidence conf ",1
"Investing in an under construction property attracts a 12  Goods and Services Tax  GST  while ready to occupy ",1
" GST Commissioner  sansarchand under  CBI scanner for taking  bribe  worth Rs 150 000  The agency has charged him a ",0
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   2   GST We had been hearing about GST since years but it wasn t possible to bring every state  business  Lok Sabha  amp  R",-1
"   DeMo  GST  Jumlas  Even half among the 31  who voted for  Modi in last election i ",0
"RT   2   GST We had been hearing about GST since years but it wasn t possible to bring every state  business  Lok Sabha  amp  R",-1
"A better way to return it to the people is to do something more meaningful like reducing the  GST to 3  or less or ",0
"The govt is expected to roll out the changes in  GST on its first year anniversary so that the impact is felt in th ",0
"RT   Consumers Taxed  Evaders triumph  Govt Bleeds  How dream of  GST turned into a nightmare   My  post ",0
" GST collection is stagnant at 90KCr   Rest sh better b prepared to bear it   ",1
"RT     Cancelled  Ola cab booking today because the driver s name was  arunjaitley   Bc  GST laga ke jayada pa",1
"RT   Bullish about the business climate in India post  demonetisation and  GST rollout  Taiwanese cos feel confident to ent",1
"You ok with  GST  amp   India again being dragged thru mud   ",-1
"Bullish about the business climate in India post  demonetisation and  GST rollout  Taiwanese cos feel confident to ",1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT   Chill stream  come drop in          GST     ",0
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"        governmentofindia should give loans to entrepreneurs on basis of t ",0
"RT   Consumers Taxed  Evaders triumph  Govt Bleeds  How dream of  GST turned into a nightmare   My  post ",0
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT     Cancelled  Ola cab booking today because the driver s name was  arunjaitley   Bc  GST laga ke jayada pa",1
"PM Duryodhana  Shah Dushasana  says Sitaram Yechury  Actually I coined this Phrase first on  like Gabb ",0
"    pls see section 34 of CGST Act  if booking is being canc ",0
"LATEST AMENDMENTS TO CGST RULES  Goods and Services Tax    GST   By   Mr  M  GOVINDARAJAN   Dated   23 4 2018   Vid ",0
" GoliSoda2 2nd single track  kelambu from next week    GST      ",0
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"    Congratulations to South Australia  Growing their economy on the ",0
"RT   Consumers Taxed  Evaders triumph  Govt Bleeds  How dream of  GST turned into a nightmare   My  post ",0
"I guess for an  macai it is RM10 60 including  GST   cheaplabour ",1
"The latest The Navneet Yadav Daily    gst  stockmarket",0
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"Do you understand different laws under India s new  VAT system  A useful  GST breakdown   ",-1
"   We have run our own business with my husband away every second week sometimes ",0
"  TaxTalkMonthly  FBT  GST low value goods threshold  R amp D and more     ",1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT   Our Tax Schedules have improved accuracy when forecasting the payment of different  tax types   GS",-1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT   CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"CBI files charge sheet against  GST Commissioner in corruption case  ",-1
"RT   Could we have a more beautiful day     The BlockSA  14530 Roadrunner Way   Bring the family out  even the 4 legged ones ",1
"RT   Could we have a more beautiful day     The BlockSA  14530 Roadrunner Way   Bring the family out  even the 4 legged ones ",1
"RT   Could we have a more beautiful day     The BlockSA  14530 Roadrunner Way   Bring the family out  even the 4 legged ones ",1
"RT   Could we have a more beautiful day     The BlockSA  14530 Roadrunner Way   Bring the family out  even the 4 legged ones ",1
"Could we have a more beautiful day     The BlockSA  14530 Roadrunner Way   Bring the family out  even the 4 legged ",1
" GST alert  Shopping at  Delhi airport s   DutyFreeShops   Now  pay Goods and Services Tax   The Financial Express ",1
"  Cancelled  Ola cab booking today because the driver s name was  arunjaitley   Bc  GST laga ke jayada paise le leta",1
" Cancelled  Ola cab booking today because the driver s name was  arunjaitley   Bc  GST laga ke jayada paise le leta",1
"Cancelled  Ola cab booking today because the driver s name was  arunjaitley   Bc  GST laga ke jayada paise le leta",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT     Incumbent Arrogant Pappu  don t teach us such economics  just share why are you running a Sc",1
"All under construction properties should be taxed at 12   gst on 2 3rd of the flat cost or 8  overall   pmay  clss ",0
" 9041443833  HomeTuition for  maths  science  physics  chemistry  biology  history  civics ",1
"   And all Ecom marketplaces are supposed to send invoices  You are violating the  GST law ",0
"RT   Chill stream  come drop in          GST     ",0
"RT   Chill stream  come drop in          GST     ",0
"RT   Chill stream  come drop in          GST     ",0
"RT   This is  ed  U 00A0  U 00BD  ed  U 00B2  U 00A9  or  clownanalysis  ed  U 00A0  U 00BE  ed  U 00B4  U 00A1  after introduction  of  IFC Bankruptcy Act  amp   GST ",-1
"RT   Chill stream  come drop in          GST     ",0
"Chill stream  come drop in          GST     ",0
"RT   With the  gst launch almost one year will  and  release data on price variations in commodities",1
"RT   Managing the complexities and extracting maximum benefits from the  workingcapital opportunities presented by the  GST regime",1
"RT   Transformational reforms such as  GST and initiatives such as Insolvency and Bankruptcy code  recapitalisation of bank",-1
"   What have been done by bjp government in Centre n your channel for city n cit ",-1
"RT   Transformational reforms such as  GST and initiatives such as Insolvency and Bankruptcy code  recapitalisation of bank",-1
"RT   Transformational reforms such as  GST and initiatives such as Insolvency and Bankruptcy code  recapitalisation of bank",-1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Transformational reforms such as  GST and initiatives such as Insolvency and Bankruptcy code  recapitalisation of bank",-1
" Convince the  ruling state to start a movement to bring  Petrol under  GST  Wud You    ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  F ",1
"Transformational reforms such as  GST and initiatives such as Insolvency and Bankruptcy code  recapitalisation of b ",-1
"RT    NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
"watch video    gstvideos  matoliaassociates  ",0
"Now International Shopping Sunk                                    GST alert  Shopping at Delhi airport s  duty Fre ",0
"I love  Myntra because it takes the highest delivery charges     Just 149 U 20B9  if the price of products less than 1199 ",1
"RT    NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
"RT    NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
"RT    NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
"RT    NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
" NoVikasOnlyBakwas Small and medium businessmen are suppressed by your nasty  GST and  Demonitization",-1
"Now w have t pay  gst for duty free shops in airport  india  Delhi come on  BJP just robbery as much u can",0
"   please make a automated statements for tax i have to pay on share market profit per year as like  GST",1
"RT   Mandatory applicable intrastate  EWayBill Sates first and second notification dated 15 04 2018  amp  20 04 2018 respectivel",0
"RT   Mandatory applicable intrastate  EWayBill Sates first and second notification dated 15 04 2018  amp  20 04 2018 respectivel",0
"RT   Mandatory applicable intrastate  EWayBill Sates first and second notification dated 15 04 2018  amp  20 04 2018 respectivel",0
"Make progress toward your  ministry goals with the LCU  GST   ",1
"RT   This is  ed  U 00A0  U 00BD  ed  U 00B2  U 00A9  or  clownanalysis  ed  U 00A0  U 00BE  ed  U 00B4  U 00A1  after introduction  of  IFC Bankruptcy Act  amp   GST ",-1
"This is  ed  U 00A0  U 00BD  ed  U 00B2  U 00A9  or  clownanalysis  ed  U 00A0  U 00BE  ed  U 00B4  U 00A1  after introduction  of  IFC Bankruptcy Act  amp   GST ",-1
"Prime Minister Narendra Modi on Saturday honoured bureaucrats for making Manipurs  Karang the first  cashless isla ",1
"RT          ",0
"RT          ",0
" Golden Temple has paid Rs 2 crore  GST on  langar items  Modi  BJP",0
"RT     Incumbent Arrogant Pappu  don t teach us such economics  just share why are you running a Sc",1
"RT          ",0
"RT    Civil Service is not a bed of roses and glad that nation recognise it proud of team of  IRS officers who got PMs Awar",1
"RT   The Second Single track  Kelambu from  GoliSoda2 coming soon     GST    ",0
"RT     Incumbent Arrogant Pappu  don t teach us such economics  just share why are you running a Sc",1
"With the  gst launch almost one year will  and  release data on price variations in commodi ",1
"RT    If you thought Modi s pathetic pilfering of UPA policies are bad  it s implementation is even worse  GST",-1
"RT   Addressed a press conference after the 25th meeting of the  GST Council  January 18  2018 ",1
"    New glitches in portal not able to file return Late Fee we have to pa ",-1
"         Maharashtra is paying Rs 8 more for per litr ",0
"Now pay GST at duty free shops at Delhi Airport     DutyFree",1
"In this summer fuel prices are all time high  time has come to bring fuel under  GST  Petrol price hits highest lev ",0
